Lemma, CV1, CV2, distance
inanna I,inaanna,i{d}nanna{+na}ma,10
inanna I,inaanna,enenna,3
inanna I,inaanna,i{d}nannama,6
inanna I,inaanna,inaannama,2
eqlu I,eqlu,eqlu,0
eqlu I,eqlu,A.ŠA₃,5
eqlu I,eqlu,A.ŠA₃ša₂,8
eqlu I,eqlu,A.ŠA₃liim,8
eqlu I,eqlu,A.ŠA₃lam,7
eqlu I,eqlu,GANA₂,5
eqlu I,eqlu,A.ŠA₃.GA,8
eqlu I,eqlu,A.ŠA₃{liim},10
eqlu I,eqlu,GAN₂,4
eqlu I,eqlu,A.ŠA₃am,7
eqlu I,eqlu,A.ŠA₃im,7
eqlu I,eqlu,A.ŠA₃el,7
eqlu I,eqlu,A.ŠA₃lim,7
eqlu I,eqlu,eqlika,3
eqlu I,eqlu,A.ŠA₃šu₂,7
eqlu I,eqlu,A.ŠA₃šu,6
eqlu I,eqlu,eqli,1
eqlu I,eqlu,gana₂,5
eqlu I,eqlu,A.ŠAG₄,6
eqlu I,eqlu,A.ŠA₃MEŠ,8
eqlu I,eqlu,eqilšu₂,3
eqlu I,eqlu,A.ŠA₃li,6
eqlu I,eqlu,A.ŠA₃šu₂nu,9
eqlu I,eqlu,A.ŠA₃.MEŠ,9
eqlu I,eqlu,A.ŠA₃MU,7
idrānu I,idrani,idrani,0
idrānu I,idrani,idranu,1
idrānu I,idrani,KI.NE,6
idrānu I,idrani,idrana,1
idrānu I,idrani,idranaatu₄,5
idrānu I,idrani,MUN.KI.NE.RA,12
ṣalmu I,ṣalmu,ṣalmu,0
ṣalmu I,ṣalmu,ṣalmat,2
ṣalmu I,ṣalmu,GI₆,5
ṣalmu I,ṣalmu,GI₆at,5
ṣalmu I,ṣalmu,GI₆MEŠ,6
ṣalmu I,ṣalmu,GE₆MEŠ,6
ṣalmu I,ṣalmu,GE₆,5
ṣalmu I,ṣalmu,GE₂,5
ṣalmu I,ṣalmu,ṣalimtu₄,3
ṣalmu I,ṣalmu,GE₆at,5
ṣalmu I,ṣalmu,GI₆šu₂,5
ṣalmu I,ṣalmu,MI,5
ṣalmu I,ṣalmu,ṣalmutu₂,3
ṣalmu I,ṣalmu,GE₆at₂,6
ṣalmu I,ṣalmu,ṣalma,1
ṣalmu I,ṣalmu,ṣalimtu₂,3
ṣalmu I,ṣalmu,GI₆ma,4
ṣalmu I,ṣalmu,ṣalimta,3
ṣalmu I,ṣalmu,GIG₂,5
ṣalmu I,ṣalmu,ṣulummat,5
matīma I,matima,matima,0
matīma I,matima,U₄.KUR₂.ŠE₃,11
matīma I,matima,matiima,1
išdu I,išid,išid,0
išdu I,išid,irdi,3
išdu I,išid,SUHUŠša₂,7
išdu I,išid,SUHUŠMEŠša₂,10
išdu I,išid,SUHUŠ,5
išdu I,išid,išdi,2
išdu I,išid,SUHUŠsu,7
išdu I,išid,AN.UR₂,6
išdu I,išid,išdiia,3
išdu I,išid,SUHUŠMEŠ,8
išdu I,išid,SUHUŠsa₃,8
išdu I,išid,SUHUŠMEŠšu₂,10
išdu I,išid,SUHUŠBI,7
išdu I,išid,išdaašu₂,6
išdu I,išid,SUHUŠšu₂,7
išdu I,išid,UŠda,4
išdu I,išid,išdu,2
išdu I,išid,SUHUŠšu₂nu,9
išdu I,išid,SUHUŠsunu,9
išdu I,išid,UR₂,4
išdu I,išid,išdiša₂,4
išdu I,išid,ilda,3
išdu I,išid,išidsu,2
išdu I,išid,{uzu}NU.UR₂MEŠšu₂,16
išdu I,išid,SUHUŠaan,8
išdu I,išid,SUHUŠša,7
išdu I,išid,išdišu₂,4
išdu I,išid,išdišu,3
išdu I,išid,išid{+id}su,7
ṣarāpu I,ṣarip,ṣarip,0
ṣarāpu I,ṣarip,u₂ṣarripanni,7
ṣarāpu I,ṣarip,ṣarapi,2
ṣarāpu I,ṣarip,ṣarpu,2
ṣarāpu I,ṣarip,u₂ṣarapšu₂,6
ṣarāpu I,ṣarip,u₂ṣarrapsu,6
ṣarāpu I,ṣarip,ṣirpa,3
ṣarāpu I,ṣarip,u₂ṣarrapšu₂,7
ṣarāpu I,ṣarip,u₂ṣarrap,4
ṣarāpu I,ṣarip,uṣṣarripu,4
ṣarāpu I,ṣarip,ṣu₂urrupu,6
ṣarāpu I,ṣarip,tuṣarripišu,6
ṣarāpu I,ṣarip,ṣurrupat,5
ṣarāpu I,ṣarip,iṣarrap,3
lū I,luu,luu,0
lū I,luu,lu,1
lū I,luu,luu₂,1
lū I,luu,lu₂u₂,2
ṭuppu I,DUB,DUB,0
ṭuppu I,DUB,IMMEŠ,5
ṭuppu I,DUB,IM,3
ṭuppu I,DUB,tuppi,5
ṭuppu I,DUB,tuppu,5
ṭuppu I,DUB,ṭuppaani,8
ṭuppu I,DUB,IM.DUB,3
ṭuppu I,DUB,DUBMEŠ,3
ṭuppu I,DUB,ṭuppi,5
ṭuppu I,DUB,ṭuppi₂,6
ṭuppu I,DUB,DUBMEŠni,5
ṭuppu I,DUB,tuppaani,8
ṭuppu I,DUB,{im}DUB,4
ṭuppu I,DUB,DUB.3.KAM₂,7
ṭuppu I,DUB,ṭuppu,5
ṭuppu I,DUB,{na₄}DUB,5
ṭuppu I,DUB,ṭu₂paam,7
ṭuppu I,DUB,DUBpi,2
ṭuppu I,DUB,tuppaam,7
ṭuppu I,DUB,DUB{pi₂},5
ṭuppu I,DUB,ṭu₂pi₂,6
ṭuppu I,DUB,tuppika,7
ṭuppu I,DUB,DUB.MEŠni,6
ṭuppu I,DUB,tuppiia,7
ṭuppu I,DUB,tuppi₂,6
ṭuppu I,DUB,tup(KID)puma,11
ṭuppu I,DUB,DUB.4.KAM,6
ṭuppu I,DUB,tuuppi,6
ṭuppu I,DUB,tuuppiia,8
ṭuppu I,DUB,DUBpaam,4
ṭuppu I,DUB,DUBpi₂,3
ṭuppu I,DUB,DUB.1.KAM,6
ṭuppu I,DUB,DUB.2.KAM,6
ṭuppu I,DUB,DUB.3.KAM,6
ṭuppu I,DUB,DUB.5.KAM,6
ṭuppu I,DUB,DUB.6.KAM,6
ṭuppu I,DUB,DUB.7.KAM,6
ṭuppu I,DUB,DUB.8.KAM,6
ṭuppu I,DUB,DUB.9.KAM,6
ṭuppu I,DUB,DUB.10.KAM,7
ṭuppu I,DUB,DUB.11.KAM,7
ṭuppu I,DUB,DUB.12.KAM,7
ṭuppu I,DUB,DUB.13.KAM,7
ṭuppu I,DUB,DUB.15.KAM,7
ṭuppu I,DUB,DUB.16.KAM,7
ṭuppu I,DUB,DUB.17.KAM,7
ṭuppu I,DUB,DUBpi₃im,5
ṭuppu I,DUB,tuppa,5
ṭuppu I,DUB,ṭuppa₂am,8
ṭuppu I,DUB,ṭuppani,7
ṭuppu I,DUB,tuuppaam,8
ṭuppu I,DUB,ṭuppe₃e,7
ṭuppu I,DUB,tuppani,7
ṭuppu I,DUB,ṭuppa,5
ṭuppu I,DUB,DUB.6.KAM₂.MA,10
ṭuppu I,DUB,ṭu₂pi₂šu,8
ṭuppu I,DUB,DUBani,3
ṭuppu I,DUB,ṭuppišu,7
ṭuppu I,DUB,DUB.6.KAM₂,7
ṭuppu I,DUB,DUB.7.KAM₂,7
ṭuppu I,DUB,DUB.9.KAM₂,7
ṭuppu I,DUB,DUB{pa₂}ka,7
ṭuppu I,DUB,ṭuppi₂im,8
mūdû I,mudaa,mudaa,0
mūdû I,mudaa,muduu,2
mūdû I,mudaa,muduu₂,3
mūdû I,mudaa,mudušu₂,4
mūdû I,mudaa,ZUu,5
mūdû I,mudaa,ZUšu₂,5
mūdû I,mudaa,mudee,2
mūdû I,mudaa,ZUa,4
mūdû I,mudaa,ZU.A,5
mūdû I,mudaa,muditum,4
mūdû I,mudaa,muduka,2
mūdû I,mudaa,mudata,1
mūdû I,mudaa,ZUu₂,5
mūdû I,mudaa,ZU,5
mūdû I,mudaa,ZUe,5
mūdû I,mudaa,mudutu₄,4
mūdû I,mudaa,muteti,4
mūdû I,mudaa,mude,2
mūdû I,mudaa,mudašu,2
mūdû I,mudaa,mudaat,1
qablītu I,EN.NUN.MURUB₄.BA,EN.NUN.MURUB₄.BA,0
qablītu I,EN.NUN.MURUB₄.BA,MURUB₄,10
qablītu I,EN.NUN.MURUB₄.BA,MURUB₄ti,10
qablītu I,EN.NUN.MURUB₄.BA,MURUB₄ti₃,10
qablītu I,EN.NUN.MURUB₄.BA,EN.NUN.MURUB₄,3
qablītu I,EN.NUN.MURUB₄.BA,MURUB₄.BA,7
qablītu I,EN.NUN.MURUB₄.BA,MURUB₄tu₄,10
qablītu I,EN.NUN.MURUB₄.BA,MURUB₄MEŠ,10
qablītu I,EN.NUN.MURUB₄.BA,qabliti,16
qablītu I,EN.NUN.MURUB₄.BA,qa₂abliatim,16
qablītu I,EN.NUN.MURUB₄.BA,MURUB₄MEŠšu₂,13
qablītu I,EN.NUN.MURUB₄.BA,MURUB₄šu₂,10
qablītu I,EN.NUN.MURUB₄.BA,qaabliti,16
qablītu I,EN.NUN.MURUB₄.BA,MURUB₄te,10
inūšu I,inušu,inušu,0
inūšu I,inušu,inušu₂,1
inūšu I,inušu,enušu,1
palāsu I,tappallaas,tappallaas,0
palāsu I,tappallaas,IGI.BARannima,12
palāsu I,tappallaas,naplisma,7
palāsu I,tappallaas,ippalissuma,8
palāsu I,tappallaas,IGI.BARMEŠsašu₂,14
palāsu I,tappallaas,ippaliisma,7
palāsu I,tappallaas,IGI.BAR,10
palāsu I,tappallaas,IGIsi,10
palāsu I,tappallaas,naplisiinnima,11
palāsu I,tappallaas,IGI.BARma,9
palāsu I,tappallaas,IGI.BARka,9
palāsu I,tappallaas,naplisinni,8
palāsu I,tappallaas,napluus,6
palāsu I,tappallaas,ippalsu,6
palāsu I,tappallaas,lippalis,5
palāsu I,tappallaas,ip(ŠAB#)palsima,12
palāsu I,tappallaas,naplisi,7
palāsu I,tappallaas,ip₂palsušu₂nutima,14
palāsu I,tappallaas,ippalisma,6
palāsu I,tappallaas,naplisanni,8
palāsu I,tappallaas,IGI.BARsuma,11
palāsu I,tappallaas,ippalsušu₂nutu₂,12
palāsu I,tappallaas,ippallasu,4
palāsu I,tappallaas,itaplasi,6
palāsu I,tappallaas,appalasa₃kum,7
palāsu I,tappallaas,napliis,6
palāsu I,tappallaas,ippaliissima,8
palāsu I,tappallaas,ippaliis₂su₂ma,10
palāsu I,tappallaas,naplisaanni,8
palāsu I,tappallaas,naplusika,7
palāsu I,tappallaas,tappallasu,2
palāsu I,tappallaas,naplisiannima,10
palāsu I,tappallaas,ippalissima,8
palāsu I,tappallaas,naplisannima,9
palāsu I,tappallaas,naplusi,7
palāsu I,tappallaas,naplusu,7
palāsu I,tappallaas,naplisinnima,10
palāsu I,tappallaas,attanaplisa,8
palāsu I,tappallaas,tappalasi,3
palāsu I,tappallaas,naplisaannima,10
palāsu I,tappallaas,napliissuma,9
palāsu I,tappallaas,tappalaas₃ma,4
palāsu I,tappallaas,ippalis,5
palāsu I,tappallaas,IGI.BARMEŠšu₂ma,15
palāsu I,tappallaas,IGI.BARMEŠa,11
inūma I,enuma,enuma,0
inūma I,enuma,U₄ma,3
inūma I,enuma,U₄,5
inūma I,enuma,inuma,1
inūma I,enuma,inuu₂ma,3
inūma I,enuma,UDma,3
inūma I,enuma,UD,5
tību I,tiib,tiib,0
tību I,tiib,ZI,4
tību I,tiib,tibu,2
tību I,tiib,ZIib,2
tību I,tiib,ZI.GA,5
tību I,tiib,ZIšu₂,5
tību I,tiib,tibušu₂,5
tību I,tiib,tibuum,4
tību I,tiib,ZIbu,4
tību I,tiib,tibišu₂,4
tību I,tiib,ZIša₂,5
tību I,tiib,tebi,3
tību I,tiib,ZIbi,4
tību I,tiib,tibišina,5
tību I,tiib,tibukun,5
tību I,tiib,tibušu,4
tību I,tiib,ZIšu,4
tību I,tiib,ZIIM,4
šūtu II,{im}U₁₈.LU,{im}U₁₈.LU,0
šūtu II,{im}U₁₈.LU,{im}U₁₈,3
šūtu II,{im}U₁₈.LU,{im}U₁₉.LU,1
šūtu II,{im}U₁₈.LU,IM.U₁₈.LU,4
šūtu II,{im}U₁₈.LU,{im}1,6
šūtu II,{im}U₁₈.LU,sutuu₂,10
šūtu II,{im}U₁₈.LU,{tum₉}U₁₈.LU,3
šūtu II,{im}U₁₈.LU,{tum₉}U₁₈,6
šūtu II,{im}U₁₈.LU,{tum₉}U₁₉.LU,4
šūtu II,{im}U₁₈.LU,IM.1,9
šūtu II,{im}U₁₈.LU,{im}šuu₂tu,6
šūtu II,{im}U₁₈.LU,šutušu₂,10
šūtu II,{im}U₁₈.LU,{tu₁₅}U₁₈.LU,4
šūtu II,{im}U₁₈.LU,{d}{im}U₁₈,6
šūtu II,{im}U₁₈.LU,{im}DIŠ,6
šūtu II,{im}U₁₈.LU,{im}U₁₉,4
aṣû I,E₃šu₂nu,E₃šu₂nu,0
aṣû I,E₃šu₂nu,E₃,5
aṣû I,E₃šu₂nu,E₃MEŠ,5
aṣû I,E₃šu₂nu,E₃ṣi,5
aṣû I,E₃šu₂nu,NU.UN.E₃,8
aṣû I,E₃šu₂nu,šuṣima,6
aṣû I,E₃šu₂nu,E₃ka,5
aṣû I,E₃šu₂nu,ṣi₂aam,7
aṣû I,E₃šu₂nu,E₃ma,5
aṣû I,E₃šu₂nu,šuṣi,5
aṣû I,E₃šu₂nu,u₂šeṣuu₂,6
aṣû I,E₃šu₂nu,uṣṣaamma,8
aṣû I,E₃šu₂nu,liṣima,7
aṣû I,E₃šu₂nu,aṣuu₂,5
aṣû I,E₃šu₂nu,liṣaa,7
aṣû I,E₃šu₂nu,u₂ṣu₂u₂,5
aṣû I,E₃šu₂nu,liiṣi,7
aṣû I,E₃šu₂nu,E₃šu₂ma,2
aṣû I,E₃šu₂nu,lišeṣašumma,9
aṣû I,E₃šu₂nu,tašeṣaaʾ,7
aṣû I,E₃šu₂nu,šuṣu₂u₂,5
aṣû I,E₃šu₂nu,uṣṣa,6
aṣû I,E₃šu₂nu,E₃e,5
aṣû I,E₃šu₂nu,u₂ṣaa,6
aṣû I,E₃šu₂nu,E₃u₂,3
aṣû I,E₃šu₂nu,E₃šu₂,2
aṣû I,E₃šu₂nu,E₃at,5
aṣû I,E₃šu₂nu,ṣii,7
aṣû I,E₃šu₂nu,E₃u,4
aṣû I,E₃šu₂nu,littaṣi,7
aṣû I,E₃šu₂nu,E₃a,5
aṣû I,E₃šu₂nu,uṣṣuu₂,6
aṣû I,E₃šu₂nu,u₂šeṣa,6
aṣû I,E₃šu₂nu,u₂še₂₀ṣi₂šu,8
aṣû I,E₃šu₂nu,šuṣi₂ni,5
aṣû I,E₃šu₂nu,u₂šeṣi,6
aṣû I,E₃šu₂nu,aṣišu₂,5
aṣû I,E₃šu₂nu,BA.E₃,7
aṣû I,E₃šu₂nu,tušeeṣṣašumma,11
aṣû I,E₃šu₂nu,šuṣuu₂,5
aṣû I,E₃šu₂nu,E₃MEŠni,4
aṣû I,E₃šu₂nu,uṣṣuu,5
aṣû I,E₃šu₂nu,u₂šeṣaamma,9
aṣû I,E₃šu₂nu,E₃ša₂,3
aṣû I,E₃šu₂nu,waṣaa,7
aṣû I,E₃šu₂nu,E₃MEŠšu₂,5
aṣû I,E₃šu₂nu,E₃am,5
aṣû I,E₃šu₂nu,ušteṣi,6
aṣû I,E₃šu₂nu,ittaṣunu,6
aṣû I,E₃šu₂nu,luṣuu₂ni,5
aṣû I,E₃šu₂nu,liṣaamma,8
aṣû I,E₃šu₂nu,ittaṣaa,7
aṣû I,E₃šu₂nu,{+itta}E₃{+a},12
aṣû I,E₃šu₂nu,tušeṣi,6
aṣû I,E₃šu₂nu,tuušteṣi,7
aṣû I,E₃šu₂nu,šuṣii,5
aṣû I,E₃šu₂nu,u₂šeṣaa,6
aṣû I,E₃šu₂nu,uṣṣaa,7
aṣû I,E₃šu₂nu,ulteṣi,7
aṣû I,E₃šu₂nu,aṣi,7
aṣû I,E₃šu₂nu,šuṣi₂,5
aṣû I,E₃šu₂nu,aṣeka,7
aṣû I,E₃šu₂nu,lišeṣika,7
aṣû I,E₃šu₂nu,u₂šeeṣṣi,7
aṣû I,E₃šu₂nu,šuṣaa,5
aṣû I,E₃šu₂nu,ušteṣima,8
aṣû I,E₃šu₂nu,u₂ṣi₂niim,7
aṣû I,E₃šu₂nu,u₂ṣi₂am,6
aṣû I,E₃šu₂nu,aṣee,7
aṣû I,E₃šu₂nu,ittaṣaaʾ,8
aṣû I,E₃šu₂nu,aṣuu,5
aṣû I,E₃šu₂nu,aṣu,6
aṣû I,E₃šu₂nu,u₂šeṣi₂,6
aṣû I,E₃šu₂nu,littaaṣṣi,9
aṣû I,E₃šu₂nu,aṣu₂u₂,5
aṣû I,E₃šu₂nu,E₃.MEŠšu₂,6
aṣû I,E₃šu₂nu,mušeṣaat,7
aṣû I,E₃šu₂nu,E₃MEŠma,5
aṣû I,E₃šu₂nu,ṣiiim,7
aṣû I,E₃šu₂nu,u₂ṣi,5
aṣû I,E₃šu₂nu,aṣii,7
aṣû I,E₃šu₂nu,ittaṣuu₂,7
aṣû I,E₃šu₂nu,E₁₁šu₂,4
aṣû I,E₃šu₂nu,tušeṣima,7
aṣû I,E₃šu₂nu,uṣṣi,6
aṣû I,E₃šu₂nu,E₃ni,4
aṣû I,E₃šu₂nu,aṣia,7
aṣû I,E₃šu₂nu,ittaṣaanni,9
aṣû I,E₃šu₂nu,lišeṣiki,7
aṣû I,E₃šu₂nu,u₂ṣaamma,8
aṣû I,E₃šu₂nu,u₂šeeṣṣaannaašu₂,13
aṣû I,E₃šu₂nu,šuṣaatu,6
aṣû I,E₃šu₂nu,šuṣaatu₂,7
aṣû I,E₃šu₂nu,u₂ṣaaʾ,7
aṣû I,E₃šu₂nu,luṣi,6
aṣû I,E₃šu₂nu,uṣṣima,7
aṣû I,E₃šu₂nu,iṣaa,7
aṣû I,E₃šu₂nu,iṣii,7
aṣû I,E₃šu₂nu,taattaṣaa,9
aṣû I,E₃šu₂nu,SAR,7
aṣû I,E₃šu₂nu,šuṣi₂a,6
aṣû I,E₃šu₂nu,tušeeṣṣaa,8
aṣû I,E₃šu₂nu,u₂ṣuni,5
aṣû I,E₃šu₂nu,u₂ṣuu₂,6
aṣû I,E₃šu₂nu,ušteṣuu,6
aṣû I,E₃šu₂nu,ušteeṣṣema(BA),14
aṣû I,E₃šu₂nu,ittaṣi,7
aṣû I,E₃šu₂nu,waṣii,7
aṣû I,E₃šu₂nu,E₁₁am,6
aṣû I,E₃šu₂nu,uṣṣu,5
aṣû I,E₃šu₂nu,uṣṣani,6
aṣû I,E₃šu₂nu,uṣṣaaam,7
aṣû I,E₃šu₂nu,u₂ṣuka,6
aṣû I,E₃šu₂nu,u₂šeeṣṣuu₂,8
aṣû I,E₃šu₂nu,ittaṣuni,7
aṣû I,E₃šu₂nu,lišeṣi,6
aṣû I,E₃šu₂nu,liṣuni,5
aṣû I,E₃šu₂nu,aṣima,7
aṣû I,E₃šu₂nu,taaṣṣi,7
aṣû I,E₃šu₂nu,tuṣiama,7
aṣû I,E₃šu₂nu,E₃ME,5
aṣû I,E₃šu₂nu,mušeṣuu₂,6
aṣû I,E₃šu₂nu,ušteeṣṣi,8
aṣû I,E₃šu₂nu,E₃BI,5
aṣû I,E₃šu₂nu,ṣaatu,6
aṣû I,E₃šu₂nu,šuṣee,5
aṣû I,E₃šu₂nu,u₂:uṣṣu,5
aṣû I,E₃šu₂nu,ittaṣima,8
aṣû I,E₃šu₂nu,liṣi,7
aṣû I,E₃šu₂nu,u₂ṣu,4
aṣû I,E₃šu₂nu,E₃šu,3
aṣû I,E₃šu₂nu,ušteeṣṣuu,8
aṣû I,E₃šu₂nu,šuu₂ṣi,5
aṣû I,E₃šu₂nu,ulteṣaa,7
aṣû I,E₃šu₂nu,uṣṣuni,5
aṣû I,E₃šu₂nu,šuṣu,4
ul I,NU,NU,0
ul I,NU,u₂ul,4
ul I,NU,ul,2
ul I,NU,u₃ul,4
ul I,NU,NU.MU.UN.TEŠ₂,11
ul I,NU,NU.AL.TIL,7
bâšu I,TEŠ₂,TEŠ₂,0
bâšu I,TEŠ₂,UR,4
bâšu I,TEŠ₂,tabbaaš,7
bâšu I,TEŠ₂,tubaša₂ani,9
bâšu I,TEŠ₂,NU.UN.TEŠ₂,6
bâšu I,TEŠ₂,TEŠ,1
šarru I,LUGAL,LUGAL,0
šarru I,LUGAL,LUGALME,2
šarru I,LUGAL,šarruumma,9
šarru I,LUGAL,šar,5
šarru I,LUGAL,MAN,4
šarru I,LUGAL,LUGALMEŠni,5
šarru I,LUGAL,LUGALMEŠ,3
šarru I,LUGAL,šarrani,7
šarru I,LUGAL,šar₃,5
šarru I,LUGAL,šarra,5
šarru I,LUGAL,šarraam,7
šarru I,LUGAL,šarri,5
šarru I,LUGAL,LUGAL.LA,3
šarru I,LUGAL,šarani,6
šarru I,LUGAL,šarriim,7
šarru I,LUGAL,{mul}LUGAL,5
šarru I,LUGAL,BARA₂,4
šarru I,LUGAL,LUGALšu₂nu,5
šarru I,LUGAL,LUGAL.LUGAL,6
šarru I,LUGAL,MANšu₂,6
šarru I,LUGAL,šarruum,7
šarru I,LUGAL,LUGAL.LA.BI,6
šarru I,LUGAL,šarri₃,6
šarru I,LUGAL,LUGAL.MEŠ,4
šarru I,LUGAL,LUGALša₂,3
šarru I,LUGAL,LUGALE,1
šarru I,LUGAL,šarru,5
šarru I,LUGAL,MANMEŠ,6
šarru I,LUGAL,LUGALša,2
šarru I,LUGAL,šarre,5
šarru I,LUGAL,LUGALanni,4
šarru I,LUGAL,IŠŠEBU,6
šarru I,LUGAL,LUGAL.MEŠni,6
šarru I,LUGAL,MANMEŠni,8
šarru I,LUGAL,LUGALšu₂,3
šarru I,LUGAL,šar(ŠIR₃)ri,11
šarru I,LUGAL,šarrum,6
šarru I,LUGAL,šarrašu,7
šarru I,LUGAL,LUGALšu,2
šarru I,LUGAL,LUGALBI,2
šarru I,LUGAL,LUGAL(RAB)MEŠ,8
šarru I,LUGAL,LUGAL.IM.GI,6
šarru I,LUGAL,LUGALkunu,4
šarru I,LUGAL,lugal,5
šarru I,LUGAL,LUGALMEŠšinaama,10
šarru I,LUGAL,LUGALia,2
šarru I,LUGAL,šarru₃,6
šarru I,LUGAL,LUGALMEŠšu₂,6
mannu I,mannu,mannu,0
mannu I,mannu,mannuumma,4
mannu I,mannu,manni,1
mannu I,mannu,manna,1
mannu I,mannu,mannam,2
mannu I,mannu,manuumma,4
mannu I,mannu,mannašu₂nu,5
mannu I,mannu,maannu,1
mannu I,mannu,mannuu₂,2
mannu I,mannu,manniia,3
mannu I,mannu,maannuumma,5
mannu I,mannu,manuma,3
mannu I,mannu,maannuum,3
mannu I,mannu,mannuma,2
mannu I,mannu,A.BA.ME.ENMEŠ,13
mannu I,mannu,maanniim,4
tabālu I,TUM₃,TUM₃,0
tabālu I,TUM₃,tabalma,7
tabālu I,TUM₃,itabbal,7
tabālu I,TUM₃,tatabbal,8
tabālu I,TUM₃,itabbalu₄,9
tabālu I,TUM₃,itabbalu,8
tabālu I,TUM₃,litbalšu₂,9
tabālu I,TUM₃,tabli,5
tabālu I,TUM₃,litbal,6
tabālu I,TUM₃,TUM₃šu₂,3
tabālu I,TUM₃,TUM₃ma,2
tabālu I,TUM₃,tabla,5
tabālu I,TUM₃,attabal,7
tabālu I,TUM₃,IRlu₄,5
tabālu I,TUM₃,ittaabbalu,10
tabālu I,TUM₃,itbalšima,9
tabālu I,TUM₃,itbal,5
tabālu I,TUM₃,itbala,6
tabālu I,TUM₃,ittabbata,9
tabālu I,TUM₃,itbalu,6
tabālu I,TUM₃,tatabal,7
tabālu I,TUM₃,itbalka,7
tabālu I,TUM₃,tabalu,6
tabālu I,TUM₃,ittanabbal,10
tabālu I,TUM₃,litbalu,7
tabālu I,TUM₃,littabil,8
tabālu I,TUM₃,ittablani,9
tabālu I,TUM₃,atabbal,7
tabālu I,TUM₃,u₂tabbal,8
tabālu I,TUM₃,ittabbalšu₂,11
tabālu I,TUM₃,tablima,7
tabālu I,TUM₃,tatabbalšu₂,11
tabālu I,TUM₃,u₂šatbalu,9
tabālu I,TUM₃,itabalu₂ni,10
tabālu I,TUM₃,tabil,5
u I,u₃,u₃,0
u I,u₃,u,1
u I,u₃,u₂,1
u I,u₃,u₃(u₂),4
šumu I,MUšu₂,MUšu₂,0
šumu I,MUšu₂,MUia,3
šumu I,MUšu₂,MUkunu,3
šumu I,MUšu₂,šumi,4
šumu I,MUšu₂,MUšu₂nu,2
šumu I,MUšu₂,šumiia,6
šumu I,MUšu₂,MU,3
šumu I,MUšu₂,MUNI,3
šumu I,MUšu₂,MUMEŠ,3
šumu I,MUšu₂,MUka,3
šumu I,MUšu₂,šumeia,6
šumu I,MUšu₂,MUšu,1
šumu I,MUšu₂,šuma,4
šumu I,MUšu₂,šum₃šu₂,4
šumu I,MUšu₂,MUki,3
šumu I,MUšu₂,šumi₃ka,7
šumu I,MUšu₂,šumi₃,5
šumu I,MUšu₂,šumšu,4
šumu I,MUšu₂,MU.BI,3
šumu I,MUšu₂,šuuššu₂,4
šumu I,MUšu₂,MU.NE,3
šumu I,MUšu₂,MUMEŠšu₂,3
šumu I,MUšu₂,MUNE.NE,5
šumu I,MUšu₂,MUia₂,2
šumu I,MUšu₂,šumišunu,6
šumu I,MUšu₂,šumšu₂,3
šumu I,MUšu₂,šumu,4
šumu I,MUšu₂,šume,4
šumu I,MUšu₂,MUNE,3
šumu I,MUšu₂,MU.NI,3
šumu I,MUšu₂,šumšu₂nu,5
šumu I,MUšu₂,MU.ŠID.BI.IM,10
šumu I,MUšu₂,šumša,5
šumu I,MUšu₂,MUšu₂ma,2
šumu I,MUšu₂,šuumšu,5
šumu I,MUšu₂,MUMEŠka,5
šumu I,MUšu₂,MU.BI.IM,6
šumu I,MUšu₂,šuumka,6
šumu I,MUšu₂,MU.NI.IM,6
šumu I,MUšu₂,šumuini,6
šumu I,MUšu₂,MUani,3
šumu I,MUšu₂,šumuani,6
šumu I,MUšu₂,šumika,6
šumu I,MUšu₂,šumki,5
šumu I,MUšu₂,MU.DIDLI,6
šumu I,MUšu₂,MUia₅,3
šumu I,MUšu₂,šumaam,6
šumu I,MUšu₂,šumaat,6
šumu I,MUšu₂,šumišu,5
šumu I,MUšu₂,MU.NE₂.EM,6
šumu I,MUšu₂,šuum,4
šumu I,MUšu₂,šumeka,6
šumu I,MUšu₂,MUkama,4
šumu I,MUšu₂,MUku,2
šumu I,MUšu₂,MUBI,3
šumu I,MUšu₂,šum,3
šumu I,MUšu₂,šumešu₂,4
šumu I,MUšu₂,šumsukat₃,8
šumu I,MUšu₂,šumka₁₃,7
šumu I,MUšu₂,šum₃šu₂nu,6
šumu I,MUšu₂,MUša₂,1
šumu I,MUšu₂,šumišu₂,4
šumu I,MUšu₂,šumikaa,7
šumu I,MUšu₂,MUiama,4
šumu I,MUšu₂,MU.ŠID.IM.BI,10
šumu I,MUšu₂,MUBIIM,4
šumu I,MUšu₂,MU.NE.NE,6
šumu I,MUšu₂,šumšunuma,7
šumu I,MUšu₂,MU.MU,3
šumu I,MUšu₂,šumešu₂un,6
šumu I,MUšu₂,šumišuma,6
šumu I,MUšu₂,MUME,3
itti I,itti,itti,0
itti I,itti,KI,4
itti I,itti,KIMU,4
itti I,itti,KIšu₂,5
itti I,itti,ittiia,2
itti I,itti,KIia,4
itti I,itti,ittika,2
itti I,itti,ittu₄,2
itti I,itti,išti₂,2
itti I,itti,KIka,4
itti I,itti,ittišu₂,3
itti I,itti,ittišu₂nu,5
itti I,itti,KIša₂,5
itti I,itti,{m}itti{d}ASAL.LU₂.HIbala₂ṭu₃,25
itti I,itti,ittiša,2
itti I,itti,ittini,2
